seed,hidden,converged,sweeps,E,max_sweeps,run_id,notebook,python,numpy,platform
78,4,True,2694,0.05937680211808198,20000,20260919_173231,backprop_1986.ipynb,3.13.15,2.1.3,Linux-6.6.122+-x86_64-with-glibc2.39
79,4,True,1193,0.05630374917554107,20000,20260919_173231,backprop_1986.ipynb,3.13.15,2.1.3,Linux-6.6.122+-x86_64-with-glibc2.39
80,4,True,858,0.054784988948727645,20000,20260919_173231,backprop_1986.ipynb,3.13.15,2.1.3,Linux-6.6.122+-x86_64-with-glibc2.39
81,4,True,2260,0.06408660019101295,20000,20260919_173231,backprop_1986.ipynb,3.13.15,2.1.3,Linux-6.6.122+-x86_64-with-glibc2.39
82,4,True,1211,0.060188785108215084,20000,20260919_173231,backprop_1986.ipynb,3.13.15,2.1.3,Linux-6.6.122+-x86_64-with-glibc2.39
83,4,True,2035,0.054101767762404954,20000,20260919_173231,backprop_1986.ipynb,3.13.15,2.1.3,Linux-6.6.122+-x86_64-with-glibc2.39
84,4,True,1242,0.06086051627032642,20000,20260919_173231,backprop_1986.ipynb,3.13.15,2.1.3,Linux-6.6.122+-x86_64-with-glibc2.39
85,4,True,2882,0.05913119310210362,20000,20260919_173231,backprop_1986.ipynb,3.13.15,2.1.3,Linux-6.6.122+-x86_64-with-glibc2.39
86,4,True,1775,0.05962859878564562,20000,20260919_173231,backprop_1986.ipynb,3.13.15,2.1.3,Linux-6.6.122+-x86_64-with-glibc2.39
87,4,True,3299,0.05977245905490486,20000,20260919_173231,backprop_1986.ipynb,3.13.15,2.1.3,Linux-6.6.122+-x86_64-with-glibc2.39
88,4,True,1982,0.06905105733641563,20000,20260919_173231,backprop_1986.ipynb,3.13.15,2.1.3,Linux-6.6.122+-x86_64-with-glibc2.39
89,4,True,1228,0.05683763145808984,20000,20260919_173231,backprop_1986.ipynb,3.13.15,2.1.3,Linux-6.6.122+-x86_64-with-glibc2.39
90,4,True,2033,0.06588443989193327,20000,20260919_173231,backprop_1986.ipynb,3.13.15,2.1.3,Linux-6.6.122+-x86_64-with-glibc2.39
91,4,True,1294,0.05152122533672567,20000,20260919_173231,backprop_1986.ipynb,3.13.15,2.1.3,Linux-6.6.122+-x86_64-with-glibc2.39
92,4,True,1318,0.05317053489285548,20000,20260919_173231,backprop_1986.ipynb,3.13.15,2.1.3,Linux-6.6.122+-x86_64-with-glibc2.39
93,4,True,1359,0.06174278432108403,20000,20260919_173231,backprop_1986.ipynb,3.13.15,2.1.3,Linux-6.6.122+-x86_64-with-glibc2.39
94,4,True,1117,0.06759015968854702,20000,20260919_173231,backprop_1986.ipynb,3.13.15,2.1.3,Linux-6.6.122+-x86_64-with-glibc2.39
95,4,True,1188,0.053282897382308445,20000,20260919_173231,backprop_1986.ipynb,3.13.15,2.1.3,Linux-6.6.122+-x86_64-with-glibc2.39
96,4,True,3109,0.06880052134538533,20000,20260919_173231,backprop_1986.ipynb,3.13.15,2.1.3,Linux-6.6.122+-x86_64-with-glibc2.39
97,4,True,862,0.0681030063605369,20000,20260919_173231,backprop_1986.ipynb,3.13.15,2.1.3,Linux-6.6.122+-x86_64-with-glibc2.39
98,4,True,1239,0.05353034937290184,20000,20260919_173231,backprop_1986.ipynb,3.13.15,2.1.3,Linux-6.6.122+-x86_64-with-glibc2.39
99,4,True,2864,0.052599536527181086,20000,20260919_173231,backprop_1986.ipynb,3.13.15,2.1.3,Linux-6.6.122+-x86_64-with-glibc2.39
