hidden,seed,converged,sweeps,E,max_sweeps,n_weights,stuck_all_off,slow_only,run_id,notebook,python,numpy,platform
4,30,True,12434,0.23842188886438948,20000,33,False,False,20260919_173231,backprop_1986.ipynb,3.13.15,2.1.3,Linux-6.6.122+-x86_64-with-glibc2.39
4,31,True,8479,0.2589822328701134,20000,33,False,False,20260919_173231,backprop_1986.ipynb,3.13.15,2.1.3,Linux-6.6.122+-x86_64-with-glibc2.39
4,32,True,1239,0.24198545947664377,20000,33,False,False,20260919_173231,backprop_1986.ipynb,3.13.15,2.1.3,Linux-6.6.122+-x86_64-with-glibc2.39
4,33,True,2021,0.22914976185362337,20000,33,False,False,20260919_173231,backprop_1986.ipynb,3.13.15,2.1.3,Linux-6.6.122+-x86_64-with-glibc2.39
4,34,False,20000,3.999954135400885,20000,33,True,False,20260919_173231,backprop_1986.ipynb,3.13.15,2.1.3,Linux-6.6.122+-x86_64-with-glibc2.39
4,35,True,19293,0.23852528756200478,20000,33,False,False,20260919_173231,backprop_1986.ipynb,3.13.15,2.1.3,Linux-6.6.122+-x86_64-with-glibc2.39
4,36,True,1598,0.23240471514402386,20000,33,False,False,20260919_173231,backprop_1986.ipynb,3.13.15,2.1.3,Linux-6.6.122+-x86_64-with-glibc2.39
4,37,True,1499,0.22829810255280408,20000,33,False,False,20260919_173231,backprop_1986.ipynb,3.13.15,2.1.3,Linux-6.6.122+-x86_64-with-glibc2.39
4,38,True,1260,0.23089486099523238,20000,33,False,False,20260919_173231,backprop_1986.ipynb,3.13.15,2.1.3,Linux-6.6.122+-x86_64-with-glibc2.39
4,39,True,3056,0.24609688268644975,20000,33,False,False,20260919_173231,backprop_1986.ipynb,3.13.15,2.1.3,Linux-6.6.122+-x86_64-with-glibc2.39
4,40,True,1364,0.2431710865650122,20000,33,False,False,20260919_173231,backprop_1986.ipynb,3.13.15,2.1.3,Linux-6.6.122+-x86_64-with-glibc2.39
4,41,False,20000,3.999987160003998,20000,33,True,False,20260919_173231,backprop_1986.ipynb,3.13.15,2.1.3,Linux-6.6.122+-x86_64-with-glibc2.39
4,42,True,2641,0.23705274485070893,20000,33,False,False,20260919_173231,backprop_1986.ipynb,3.13.15,2.1.3,Linux-6.6.122+-x86_64-with-glibc2.39
4,43,True,1064,0.21457813833982697,20000,33,False,False,20260919_173231,backprop_1986.ipynb,3.13.15,2.1.3,Linux-6.6.122+-x86_64-with-glibc2.39
4,44,False,20000,3.999995288070801,20000,33,True,False,20260919_173231,backprop_1986.ipynb,3.13.15,2.1.3,Linux-6.6.122+-x86_64-with-glibc2.39
4,45,False,20000,3.9999763398047348,20000,33,True,False,20260919_173231,backprop_1986.ipynb,3.13.15,2.1.3,Linux-6.6.122+-x86_64-with-glibc2.39
4,46,True,14575,0.24511793376657662,20000,33,False,False,20260919_173231,backprop_1986.ipynb,3.13.15,2.1.3,Linux-6.6.122+-x86_64-with-glibc2.39
4,47,True,7214,0.24262265563526925,20000,33,False,False,20260919_173231,backprop_1986.ipynb,3.13.15,2.1.3,Linux-6.6.122+-x86_64-with-glibc2.39
4,48,True,7486,0.2574943726867261,20000,33,False,False,20260919_173231,backprop_1986.ipynb,3.13.15,2.1.3,Linux-6.6.122+-x86_64-with-glibc2.39
4,49,True,1915,0.14927371429068437,20000,33,False,False,20260919_173231,backprop_1986.ipynb,3.13.15,2.1.3,Linux-6.6.122+-x86_64-with-glibc2.39
